staff_id,hotel_id,full_name,designation,salary,hire_date
2227,6,Staff 2227,Chef,79660.8,2015-07-24
2228,16,Staff 2228,Manager,48629.44,2019-08-24
2229,7,\N,Security,40152.49,2020-10-24
2230,5,Staff 2230,\N,99692.86,2015-08-18
2231,5,Staff 2231,Chef,52008.07,2016-10-12
2232,91,\N,Housekeeping,98132.58,2023-03-19
2233,7,Staff 2233,Chef,22521.4,2017-09-07
2234,24,Staff 2234,Security,65063.39,2024-10-31
2235,51,Staff 2235,Receptionist,62098.2,2017-06-23
2236,93,Staff 2236,Chef,29411.1,2021-05-13
2237,62,Staff 2237,\N,27472.55,2016-10-07
2238,33,Staff 2238,\N,62794.02,2020-08-06
2239,55,Staff 2239,\N,29268.8,2018-04-12
2240,42,Staff 2240,Manager,31783.48,2022-09-05
2241,85,Staff 2241,\N,38350.74,2021-08-08
2242,64,Staff 2242,\N,59391.42,2024-11-16
2243,73,Staff 2243,Security,71542.06,2015-09-19
2244,51,Staff 2244,Receptionist,59990.64,2016-02-13
2245,66,Staff 2245,\N,68067.84,2016-12-29
2246,99,Staff 2246,Receptionist,38895.3,2018-08-28
2247,16,Staff 2247,Receptionist,61281.8,2023-07-29
2248,53,Staff 2248,\N,29410.61,2023-08-01
2249,14,Staff 2249,Security,66711.94,2024-02-07
2250,24,Staff 2250,Security,96708.04,2016-06-24
2251,50,Staff 2251,Receptionist,49334.21,2020-12-13
2252,15,Staff 2252,Security,34263.53,2021-12-28
2253,11,Staff 2253,\N,58057.46,2020-12-22
2254,61,Staff 2254,Manager,50441.17,2025-05-22
2255,81,\N,Receptionist,68262.26,2024-05-13
2256,24,Staff 2256,\N,29085.36,2021-11-24
2257,19,Staff 2257,Receptionist,45451.69,2018-07-30
2258,34,Staff 2258,\N,82839.04,2024-09-05
2259,39,Staff 2259,Manager,30321.93,2020-08-06
2260,97,Staff 2260,\N,54986.69,2023-05-28
2261,53,Staff 2261,Chef,84781.87,2024-01-13
2262,45,Staff 2262,\N,94108.25,2024-11-06
2263,75,Staff 2263,Housekeeping,70467.88,2016-06-01
2264,62,\N,\N,89111.46,2016-06-26
2265,4,Staff 2265,Housekeeping,55926.83,2022-03-12
2266,76,Staff 2266,Security,61033.89,2017-05-04
2267,2,\N,Receptionist,44748.45,2018-10-04
2268,100,Staff 2268,Chef,49351.84,2020-02-11
2269,1,Staff 2269,Receptionist,97681.78,2020-12-16
2270,45,Staff 2270,\N,76399.03,2016-02-25
2271,9,Staff 2271,Manager,66461.88,2023-11-01
2272,24,Staff 2272,\N,34424.46,2022-08-15
2273,88,Staff 2273,Chef,62526.62,2023-05-07
2274,98,Staff 2274,Receptionist,69164.61,2016-09-12
2275,70,Staff 2275,Housekeeping,22125.16,2022-01-16
2276,40,Staff 2276,\N,59794.33,2021-07-22
2277,47,Staff 2277,Security,77760.31,2017-05-26
2278,25,Staff 2278,\N,98161.8,2021-01-09
2279,98,Staff 2279,Security,63259.42,2022-04-22
2280,73,Staff 2280,Receptionist,53813.02,2016-03-18
2281,48,\N,Chef,50939.09,2024-09-12
2282,76,\N,Housekeeping,45672.05,2024-11-01
2283,69,Staff 2283,Chef,87985.44,2019-02-26
2284,1,Staff 2284,Receptionist,24758.81,2024-07-27
2285,16,Staff 2285,Housekeeping,58252.59,2016-02-02
2286,9,\N,Chef,80619.03,2015-06-11
2287,63,Staff 2287,Security,41353.1,2016-06-22
2288,84,Staff 2288,Housekeeping,50067.12,2021-09-14
2289,16,\N,\N,58969.6,2024-08-05
2290,69,Staff 2290,Security,45288.86,2016-09-28
2291,28,Staff 2291,Manager,32931.02,2023-03-23
2292,35,Staff 2292,Receptionist,89784.55,2023-06-14
2293,44,Staff 2293,\N,36696.74,2020-02-12
2294,28,Staff 2294,Security,52321.14,2018-12-06
2295,21,\N,Security,26790.17,2023-11-23
2296,31,Staff 2296,Housekeeping,62260.04,2024-03-07
2297,26,Staff 2297,Housekeeping,92045.17,2017-08-06
2298,12,Staff 2298,Chef,85362.9,2016-12-30
2299,49,Staff 2299,Chef,93827.46,2025-03-16
2300,6,Staff 2300,Housekeeping,69134.63,2021-11-15
2301,10,Staff 2301,Housekeeping,43387.34,2016-08-10
2302,66,Staff 2302,Chef,34778.31,2019-04-15
2303,95,Staff 2303,Security,56271.37,2016-05-27
2304,23,Staff 2304,Receptionist,59709.16,2019-07-13
2305,64,Staff 2305,Receptionist,41122.77,2017-06-22
2306,14,Staff 2306,\N,36159.5,2021-11-10
2307,45,Staff 2307,Housekeeping,51249.3,2022-04-19
2308,4,\N,\N,79075.24,2023-07-01
2309,31,Staff 2309,Housekeeping,53746.76,2018-06-26
2310,71,Staff 2310,Housekeeping,62011.95,2017-10-14
2311,22,Staff 2311,\N,21886.58,2018-10-14
2312,36,Staff 2312,Chef,60463.03,2019-01-02
2313,13,\N,\N,94731.3,2020-09-12
2314,4,Staff 2314,Manager,90780.1,2024-10-17
2315,35,Staff 2315,\N,35696.19,2021-12-21
2316,42,Staff 2316,Receptionist,97311.24,2016-05-31
2317,64,Staff 2317,Housekeeping,66860.55,2018-09-21
2318,31,Staff 2318,Receptionist,53587.55,2019-02-10
2319,95,Staff 2319,Receptionist,46522.14,2021-04-28
2320,89,Staff 2320,\N,77965.97,2023-11-08
2321,60,\N,Receptionist,97160.18,2022-06-30
2322,85,Staff 2322,Receptionist,69270.24,2019-03-25
2323,9,Staff 2323,Receptionist,36182.1,2016-06-30
2324,39,Staff 2324,Chef,92149.81,2020-11-05
2325,99,Staff 2325,Security,50406.83,2018-05-30
2326,76,\N,Receptionist,91967.98,2021-11-19
2327,40,Staff 2327,\N,64988.79,2023-01-02
2328,60,Staff 2328,Receptionist,77195.02,2021-06-06
2329,91,Staff 2329,Security,49755.69,2022-05-12
2330,90,\N,Housekeeping,70507.53,2016-04-12
2331,48,Staff 2331,\N,95657.91,2023-12-15
2332,33,\N,Housekeeping,60616.43,2019-09-12
2333,92,Staff 2333,\N,61417.99,2024-04-12
2334,7,Staff 2334,\N,33644.34,2021-04-18
2335,63,Staff 2335,Manager,41131.45,2023-05-21
2336,39,\N,Manager,83259.83,2020-06-13
2337,5,\N,Manager,92369.59,2015-11-03
2338,32,\N,\N,98222.42,2018-07-15
2339,27,Staff 2339,Security,73517.28,2020-11-29
2340,16,Staff 2340,Security,32229.26,2015-07-10
2341,4,Staff 2341,Receptionist,38534.99,2019-04-26
2342,23,Staff 2342,Housekeeping,79840.88,2017-08-26
2343,76,Staff 2343,\N,96008.28,2016-09-02
2344,58,Staff 2344,Manager,82795.77,2019-09-29
2345,96,Staff 2345,Chef,45484.79,2023-01-31
2346,6,Staff 2346,Security,77246.27,2017-05-03
2347,10,Staff 2347,Manager,78916.4,2021-07-25
2348,94,\N,Security,51366.98,2020-08-06
2349,15,Staff 2349,Housekeeping,90273.37,2021-09-30
2350,47,\N,Housekeeping,31158.74,2021-09-09
2351,89,Staff 2351,Manager,72760.11,2018-12-06
2352,63,Staff 2352,\N,60922.08,2015-09-09
2353,8,Staff 2353,Manager,43639.67,2023-12-02
2354,28,Staff 2354,Receptionist,38793.28,2021-07-23
2355,99,Staff 2355,\N,64252.03,2021-05-03
2356,47,Staff 2356,Receptionist,76397.18,2023-05-31
2357,23,Staff 2357,\N,21571.96,2018-09-15
2358,40,Staff 2358,Receptionist,72303.47,2024-03-24
2359,2,Staff 2359,\N,48395.62,2019-07-03
2360,24,Staff 2360,Security,29005.39,2019-11-28
2361,79,Staff 2361,Housekeeping,64365.33,2017-09-28
2362,22,\N,Housekeeping,31412.64,2016-03-11
2363,36,Staff 2363,Housekeeping,89045.95,2015-10-13
2364,73,Staff 2364,Security,84700.24,2022-05-31
2365,57,Staff 2365,Housekeeping,23581.66,2016-08-08
2366,11,Staff 2366,Receptionist,84462.39,2021-03-24
2367,54,\N,Housekeeping,76023.36,2022-04-09
2368,50,Staff 2368,\N,95432.97,2023-06-01
2369,41,Staff 2369,Chef,68094.98,2024-09-19
2370,92,Staff 2370,\N,69314.85,2020-07-03
2371,15,Staff 2371,Housekeeping,72825.44,2024-05-19
2372,31,Staff 2372,Receptionist,71187.19,2017-12-19
2373,51,Staff 2373,Chef,69548.48,2024-10-22
2374,7,Staff 2374,Receptionist,90712.08,2018-06-28
2375,35,Staff 2375,Chef,23616.46,2016-02-23
2376,63,Staff 2376,Security,93105.16,2020-07-06
2377,40,Staff 2377,Manager,52876.2,2017-04-06
2378,70,Staff 2378,Security,88001.49,2022-12-06
2379,22,Staff 2379,\N,59853.7,2015-11-10
2380,6,Staff 2380,Security,78047.9,2017-02-21
2381,42,Staff 2381,Manager,53756.88,2023-07-15
2382,97,Staff 2382,Chef,74115.27,2019-05-19
2383,54,Staff 2383,Receptionist,38125.5,2022-08-20
2384,28,Staff 2384,Security,78520.93,2015-09-22
2385,34,Staff 2385,\N,31951.56,2019-01-09
2386,55,Staff 2386,Security,48403.83,2023-04-01
2387,92,Staff 2387,Security,69966.44,2019-09-21
2388,99,\N,Security,49761.35,2019-02-20
2389,98,Staff 2389,Chef,96307.52,2020-10-14
2390,53,Staff 2390,\N,88172.5,2017-01-04
2391,20,Staff 2391,Housekeeping,64544.47,2017-02-04
2392,39,\N,Manager,74842.38,2020-01-15
2393,60,Staff 2393,Chef,65221.28,2018-03-06
2394,54,Staff 2394,Manager,23058.13,2021-06-08
2395,50,Staff 2395,\N,47756.47,2023-03-01
2396,57,Staff 2396,Security,61285.98,2020-12-17
2397,62,Staff 2397,Security,39440.06,2016-12-28
2398,8,Staff 2398,Receptionist,69416.12,2018-01-19
2399,97,Staff 2399,Housekeeping,99253.08,2021-03-28
2400,72,Staff 2400,Security,72390.96,2018-05-15
2401,42,Staff 2401,Housekeeping,41573.2,2019-07-03
2402,21,Staff 2402,Manager,36139.95,2017-04-27
2403,86,\N,Security,22359.19,2021-04-18
2404,52,Staff 2404,Manager,77501.31,2019-10-07
2405,41,Staff 2405,Security,36390.43,2022-04-25
2406,13,Staff 2406,Receptionist,67855.58,2024-04-20
2407,98,Staff 2407,Security,28955.82,2021-03-01
2408,22,Staff 2408,Security,89114.66,2017-06-29
2409,25,\N,Security,44196.04,2020-05-31
2410,27,Staff 2410,Housekeeping,50548.84,2021-11-21
2411,31,Staff 2411,Security,75444.94,2021-11-10
2412,5,Staff 2412,Manager,94070.94,2024-05-10
2413,24,Staff 2413,Housekeeping,43249.31,2015-07-07
2414,67,Staff 2414,Housekeeping,82134.01,2021-03-21
2415,14,Staff 2415,Receptionist,22573.31,2017-09-05
2416,4,\N,Housekeeping,65632.99,2020-09-10
2417,4,\N,Housekeeping,73557.08,2018-12-06
2418,82,Staff 2418,Security,32102.41,2025-05-06
2419,73,Staff 2419,Chef,36150.62,2020-07-22
2420,42,Staff 2420,Manager,74052.83,2018-01-07
2421,49,Staff 2421,\N,81569.23,2016-05-13
2422,71,Staff 2422,\N,77128.69,2022-09-30
2423,83,\N,Chef,22856.9,2019-04-02
2424,89,\N,Receptionist,59188.23,2021-09-18
2425,52,Staff 2425,Chef,27657.29,2022-06-08
2426,97,Staff 2426,Manager,58096.69,2017-05-26
2427,67,Staff 2427,Receptionist,50744.91,2021-05-23
2428,10,Staff 2428,Security,69884.13,2023-07-23
2429,49,Staff 2429,Chef,25336.38,2022-07-03
2430,75,\N,Manager,99972.35,2019-11-12
2431,20,Staff 2431,Security,66853.0,2022-01-03
2432,69,Staff 2432,Manager,41316.14,2015-11-17
2433,25,Staff 2433,Chef,28661.97,2024-05-12
2434,87,Staff 2434,Receptionist,85077.89,2016-12-14
2435,26,Staff 2435,Receptionist,54071.02,2020-12-09
2436,24,Staff 2436,Chef,30226.51,2022-04-05
2437,11,Staff 2437,Security,48262.54,2021-10-09
2438,28,Staff 2438,Housekeeping,44785.62,2023-01-10
2439,93,Staff 2439,Manager,24322.68,2021-06-05
2440,78,Staff 2440,Chef,92722.54,2025-01-14
2441,71,Staff 2441,Manager,34880.58,2021-07-19
2442,67,Staff 2442,Housekeeping,65533.56,2020-03-05
2443,37,Staff 2443,Receptionist,89835.06,2023-12-11
2444,75,\N,Receptionist,78415.19,2023-04-25
2445,43,Staff 2445,Housekeeping,80469.12,2022-07-29
2446,27,Staff 2446,Housekeeping,63062.16,2018-07-08
2447,56,Staff 2447,\N,94128.01,2023-01-30
2448,3,Staff 2448,Security,62239.03,2025-03-28
2449,3,Staff 2449,Housekeeping,74305.61,2019-03-27
2450,78,Staff 2450,Receptionist,87042.79,2015-10-11
2451,59,Staff 2451,Housekeeping,51549.51,2018-11-18
2452,80,Staff 2452,Security,65096.04,2020-11-28
2453,59,Staff 2453,Chef,58456.09,2020-12-08
2454,89,Staff 2454,Chef,67134.13,2021-04-24
2455,15,Staff 2455,Chef,54031.45,2023-08-22
2456,25,\N,Housekeeping,51935.24,2016-12-25
2457,67,Staff 2457,Housekeeping,85717.19,2017-11-12
2458,20,Staff 2458,Security,70484.32,2017-10-17
2459,92,Staff 2459,Manager,60387.66,2016-08-14
2460,77,Staff 2460,Security,57268.36,2017-06-10
2461,47,Staff 2461,Chef,61348.04,2020-07-23
2462,89,Staff 2462,Manager,61876.79,2022-09-29
2463,67,Staff 2463,Housekeeping,69724.29,2024-07-07
2464,41,Staff 2464,Housekeeping,96208.99,2024-12-13
2465,15,Staff 2465,Chef,45297.17,2021-11-28
2466,35,Staff 2466,Manager,86595.25,2018-11-11
2467,75,Staff 2467,\N,66600.33,2016-02-01
2468,13,Staff 2468,Chef,73772.57,2024-01-16
2469,71,Staff 2469,Receptionist,73091.27,2019-02-28
2470,38,\N,Receptionist,74850.59,2018-12-26
2471,43,Staff 2471,\N,42462.38,2015-12-12
2472,74,Staff 2472,Chef,70740.6,2017-08-07
2473,37,Staff 2473,Chef,72167.71,2015-11-21
2474,41,Staff 2474,Chef,95780.47,2025-01-07
2475,2,Staff 2475,Security,80412.75,2022-07-25
2476,33,Staff 2476,Housekeeping,48041.31,2023-04-07
2477,75,Staff 2477,\N,33278.62,2019-04-11
2478,10,Staff 2478,Security,98522.23,2021-11-05
2479,77,Staff 2479,Chef,23610.08,2017-12-03
2480,53,Staff 2480,Housekeeping,73693.7,2023-11-18
2481,53,Staff 2481,Chef,50940.02,2019-10-25
2482,87,\N,\N,95187.99,2020-12-18
2483,75,\N,Manager,50427.94,2022-12-13
2484,39,Staff 2484,Receptionist,20161.38,2020-12-13
2485,21,Staff 2485,Chef,84895.77,2019-01-08
2486,93,Staff 2486,\N,48979.56,2021-09-05
2487,28,Staff 2487,Chef,73236.42,2015-08-30
2488,38,\N,Chef,48159.67,2017-04-07
2489,77,Staff 2489,\N,86998.96,2023-10-05
2490,31,Staff 2490,Receptionist,88668.06,2020-12-13
2491,39,Staff 2491,Security,48431.08,2024-02-18
2492,99,Staff 2492,Receptionist,91650.72,2019-01-10
2493,61,\N,Security,60232.09,2016-10-04
2494,94,Staff 2494,Receptionist,98929.09,2023-11-16
2495,65,Staff 2495,Receptionist,20104.28,2020-10-26
2496,37,Staff 2496,Housekeeping,66127.5,2016-05-03
2497,4,Staff 2497,Security,99744.33,2021-01-09
2498,44,Staff 2498,Chef,55972.78,2024-06-29
2499,25,Staff 2499,Manager,70378.03,2020-02-01
2500,93,Staff 2500,Chef,24384.82,2017-11-23
2501,55,Staff 2501,\N,27411.43,2015-09-20
2502,43,Staff 2502,Receptionist,88170.19,2023-12-15
2503,100,Staff 2503,Chef,93926.92,2020-09-07
2504,58,Staff 2504,\N,46874.55,2018-04-22
2505,75,Staff 2505,Housekeeping,54374.04,2025-01-04
2506,28,Staff 2506,Security,95933.22,2017-04-12
2507,77,Staff 2507,Chef,79482.67,2022-05-02
2508,68,Staff 2508,\N,83579.99,2024-08-30
2509,28,Staff 2509,Manager,57008.67,2021-07-18
2510,43,Staff 2510,Chef,87122.4,2016-10-31
2511,37,Staff 2511,Receptionist,73906.55,2024-10-11
2512,36,Staff 2512,Manager,28022.08,2023-05-23
2513,66,Staff 2513,Housekeeping,87519.36,2018-06-05
2514,15,Staff 2514,Receptionist,37213.19,2017-10-03
2515,70,Staff 2515,Security,64164.97,2018-01-05
2516,12,Staff 2516,Chef,79462.08,2024-05-21
2517,61,Staff 2517,Housekeeping,47567.22,2022-06-23
2518,65,Staff 2518,Housekeeping,81949.31,2024-08-01
2519,86,Staff 2519,Receptionist,91705.13,2021-10-31
2520,16,Staff 2520,Receptionist,82920.4,2024-09-28
2521,4,Staff 2521,Chef,40464.64,2017-05-31
2522,5,\N,Receptionist,63769.89,2021-08-08
2523,74,Staff 2523,Receptionist,47651.57,2024-03-26
2524,85,\N,Housekeeping,37247.85,2021-04-02
2525,23,Staff 2525,Housekeeping,58217.6,2023-06-15
2526,82,Staff 2526,Housekeeping,44903.48,2023-03-11
2527,74,Staff 2527,Receptionist,93226.96,2019-06-15
2528,45,Staff 2528,\N,82503.34,2024-11-18
2529,50,Staff 2529,\N,77276.51,2015-07-14
2530,98,Staff 2530,\N,51396.92,2016-06-30
2531,73,Staff 2531,Housekeeping,41893.05,2021-09-14
2532,69,\N,Manager,79508.86,2016-11-07
2533,85,Staff 2533,Receptionist,24903.05,2018-12-22
2534,67,Staff 2534,Chef,84642.38,2018-07-11
2535,100,Staff 2535,Manager,64934.88,2017-11-15
2536,93,Staff 2536,Security,90437.93,2019-11-18
2537,76,\N,Manager,42517.47,2017-08-07
2538,51,Staff 2538,Manager,35691.77,2019-03-02
2539,10,\N,Receptionist,93740.77,2023-02-17
2540,22,Staff 2540,\N,93111.14,2018-05-11
2541,25,Staff 2541,Chef,99511.6,2019-05-23
2542,90,Staff 2542,Chef,87032.52,2018-02-06
2543,69,Staff 2543,Security,97281.84,2024-06-18
2544,50,Staff 2544,Housekeeping,84452.85,2016-05-18
2545,30,\N,Security,77145.17,2024-03-20
2546,42,\N,Receptionist,21493.58,2018-04-20
2547,23,Staff 2547,Security,91238.72,2019-12-14
2548,5,Staff 2548,Housekeeping,97754.38,2023-01-24
2549,52,Staff 2549,Housekeeping,96806.97,2025-02-24
2550,93,Staff 2550,Manager,73729.17,2022-06-16
2551,95,Staff 2551,Chef,48306.43,2016-09-25
2552,58,Staff 2552,Chef,26795.8,2019-06-02
2553,61,Staff 2553,Housekeeping,62269.43,2015-11-29
2554,97,Staff 2554,Housekeeping,49943.4,2020-04-14
2555,24,Staff 2555,\N,64167.48,2022-12-16
2556,45,Staff 2556,Security,72924.71,2017-06-10
2557,86,\N,Housekeeping,60904.91,2022-12-18
2558,76,Staff 2558,Manager,61111.67,2019-02-11
2559,71,Staff 2559,Chef,74604.53,2015-12-07
2560,19,\N,Chef,54005.93,2024-04-01
2561,35,Staff 2561,Housekeeping,95675.22,2023-10-26
2562,86,Staff 2562,Security,79785.46,2019-06-13
2563,29,Staff 2563,Housekeeping,45110.69,2020-03-10
2564,94,Staff 2564,Housekeeping,99190.15,2016-02-08
2565,75,Staff 2565,Security,95829.75,2019-03-26
2566,14,Staff 2566,Chef,61150.93,2022-11-15
2567,11,Staff 2567,Receptionist,25895.6,2016-05-05
2568,53,Staff 2568,\N,77666.08,2020-09-24
2569,75,Staff 2569,Manager,61001.56,2020-06-29
2570,98,Staff 2570,Chef,80581.75,2015-09-13
2571,72,Staff 2571,Manager,21473.77,2016-03-08
2572,56,\N,\N,95040.4,2023-03-16
2573,92,Staff 2573,\N,86185.13,2020-01-10
2574,24,Staff 2574,Manager,37369.59,2024-03-19
2575,41,Staff 2575,Manager,29975.08,2025-04-12
2576,64,Staff 2576,Manager,88350.58,2017-04-12
2577,25,Staff 2577,Security,85995.32,2022-04-09
2578,71,Staff 2578,\N,84122.74,2020-01-06
2579,93,Staff 2579,Chef,96316.38,2023-02-22
2580,92,Staff 2580,Security,53036.39,2016-10-23
2581,10,Staff 2581,\N,98340.0,2020-04-24
2582,29,Staff 2582,Housekeeping,62501.64,2021-07-06
2583,82,\N,Security,66360.86,2021-02-16
2584,40,Staff 2584,Housekeeping,33143.48,2022-06-25
2585,49,Staff 2585,Security,86075.81,2022-01-17
2586,40,\N,Housekeeping,24997.99,2015-06-07
2587,94,Staff 2587,Housekeeping,36158.94,2021-07-10
2588,32,Staff 2588,Receptionist,21815.52,2018-06-27
2589,68,Staff 2589,Chef,95251.4,2021-05-11
2590,18,Staff 2590,\N,90027.63,2023-01-09
2591,64,\N,Security,57503.52,2023-02-08
2592,93,Staff 2592,Manager,39305.16,2023-03-13
2593,51,Staff 2593,Manager,39306.61,2018-08-17
2594,86,\N,Receptionist,72072.68,2021-12-17
2595,3,Staff 2595,Security,39900.1,2023-12-06
2596,68,\N,Security,52727.25,2018-09-22
2597,73,Staff 2597,Receptionist,64233.26,2024-04-01
2598,31,Staff 2598,Chef,43267.62,2017-07-28
2599,51,Staff 2599,Manager,26647.92,2022-11-13
2600,89,Staff 2600,Security,66725.6,2023-03-25
2601,70,Staff 2601,\N,66788.79,2022-08-07
2602,95,Staff 2602,Manager,49894.18,2019-07-22
2603,14,Staff 2603,Manager,90847.68,2021-09-03
2604,43,Staff 2604,Manager,64094.25,2025-05-10
2605,94,\N,Security,86747.28,2016-11-23
2606,69,\N,Chef,46221.19,2024-09-09
2607,45,Staff 2607,\N,51846.8,2016-11-04
2608,11,Staff 2608,Receptionist,22242.38,2019-08-21
2609,60,\N,Manager,59235.09,2024-08-22
2610,55,Staff 2610,\N,33357.44,2024-12-04
2611,30,Staff 2611,Receptionist,39156.22,2023-10-04
2612,6,Staff 2612,Manager,81015.28,2021-09-13
2613,10,\N,Receptionist,55049.02,2018-01-16
2614,98,Staff 2614,Receptionist,48526.93,2018-12-23
2615,73,Staff 2615,\N,90269.75,2024-05-10
2616,29,Staff 2616,Housekeeping,63975.41,2017-05-06
2617,63,Staff 2617,Chef,46364.31,2019-07-03
2618,72,Staff 2618,Receptionist,95248.08,2022-05-15
2619,20,Staff 2619,\N,49231.36,2016-12-29
2620,20,\N,Receptionist,52475.97,2024-09-09
2621,2,Staff 2621,Housekeeping,69597.89,2017-05-18
2622,94,Staff 2622,Receptionist,41109.35,2016-09-23
2623,74,Staff 2623,Chef,24125.29,2017-11-18
2624,29,Staff 2624,\N,26975.25,2022-02-12
2625,12,Staff 2625,Chef,82789.38,2018-12-27
2626,3,Staff 2626,Receptionist,72985.98,2018-11-07
2627,79,Staff 2627,Housekeeping,45835.99,2024-05-23
2628,32,Staff 2628,Manager,89955.87,2018-09-13
2629,58,Staff 2629,Chef,52692.93,2023-07-13
2630,65,\N,\N,47799.7,2018-06-18
2631,45,Staff 2631,Manager,72360.68,2016-09-04
2632,52,Staff 2632,Chef,54429.67,2023-11-02
2633,11,Staff 2633,Housekeeping,62799.51,2024-01-17
2634,24,Staff 2634,Security,53407.64,2017-02-22
2635,96,Staff 2635,Manager,82633.93,2025-04-17
2636,10,Staff 2636,Manager,45452.54,2017-08-05
2637,95,\N,Chef,89967.19,2016-07-24
2638,83,Staff 2638,Manager,96899.11,2024-02-18
2639,5,Staff 2639,Security,75953.55,2021-02-10
2640,39,Staff 2640,\N,86688.77,2020-03-20
2641,3,Staff 2641,Security,32932.31,2016-07-05
2642,48,Staff 2642,Chef,53643.3,2017-11-09
2643,42,Staff 2643,Housekeeping,58317.55,2023-02-13
2644,47,Staff 2644,\N,20887.87,2015-10-29
2645,22,Staff 2645,Chef,85347.79,2021-12-28
2646,33,Staff 2646,Security,58968.96,2022-06-17
2647,3,Staff 2647,Manager,51046.94,2021-04-22
2648,71,Staff 2648,\N,50556.96,2023-12-10
2649,51,Staff 2649,Receptionist,46026.65,2024-04-20
2650,72,Staff 2650,Receptionist,49910.61,2016-05-09
2651,17,Staff 2651,Housekeeping,94789.52,2022-09-04
2652,96,Staff 2652,Security,24631.01,2021-07-11
2653,34,\N,Housekeeping,34445.82,2016-03-11
2654,88,\N,Manager,31042.28,2023-03-04
2655,96,Staff 2655,Manager,45743.42,2021-11-15
2656,24,Staff 2656,Manager,42650.95,2016-03-05
2657,33,Staff 2657,Security,73266.42,2016-12-05
2658,75,Staff 2658,Security,80613.28,2024-09-25
2659,7,Staff 2659,Manager,94043.06,2016-05-09
2660,2,Staff 2660,Manager,53878.15,2025-05-03
2661,15,Staff 2661,Chef,72811.48,2025-01-21
2662,83,\N,Security,38200.79,2023-09-16
2663,5,Staff 2663,Manager,79345.35,2024-04-18
2664,2,Staff 2664,Chef,59097.56,2022-07-20
2665,57,\N,Security,75428.62,2019-11-23
2666,17,Staff 2666,Manager,71377.09,2023-10-16
2667,23,Staff 2667,Receptionist,70292.34,2020-02-14
2668,40,Staff 2668,Security,85831.83,2024-12-28
2669,49,Staff 2669,\N,36678.2,2016-12-06
2670,46,Staff 2670,\N,36709.4,2023-09-13
2671,76,Staff 2671,Chef,33421.32,2017-02-24
2672,55,Staff 2672,Manager,75309.32,2019-01-20
2673,38,Staff 2673,\N,72619.82,2020-09-22
2674,60,\N,Chef,38313.39,2018-03-11
2675,87,Staff 2675,\N,28264.15,2016-08-29
2676,47,Staff 2676,Chef,77374.62,2022-04-27
2677,80,Staff 2677,Manager,98155.31,2016-05-21
2678,76,Staff 2678,Manager,38364.0,2015-07-06
2679,72,Staff 2679,Housekeeping,48297.06,2023-03-13
2680,16,Staff 2680,Housekeeping,84732.78,2019-06-21
2681,60,\N,Security,47286.12,2017-07-30
2682,76,Staff 2682,Security,72069.59,2015-06-26
2683,55,Staff 2683,Manager,29903.48,2017-08-03
2684,88,Staff 2684,\N,76306.68,2021-11-09
2685,67,Staff 2685,Chef,75274.68,2015-07-10
2686,82,Staff 2686,Chef,37866.97,2023-04-30
2687,68,Staff 2687,Housekeeping,74943.58,2017-09-30
2688,4,\N,Security,92881.31,2017-10-07
2689,1,\N,Chef,52057.05,2021-08-28
2690,85,\N,\N,29862.88,2015-12-02
2691,61,Staff 2691,Manager,34712.08,2023-09-19
2692,67,Staff 2692,\N,36012.77,2015-11-17
2693,2,Staff 2693,\N,98260.94,2019-02-14
2694,93,\N,Receptionist,51848.29,2021-06-17
2695,9,Staff 2695,Security,86011.6,2018-04-27
2696,9,Staff 2696,Receptionist,49797.24,2022-12-29
2697,18,Staff 2697,Receptionist,61510.37,2024-01-10
2698,39,Staff 2698,\N,86079.49,2022-01-28
2699,100,Staff 2699,Receptionist,71333.69,2020-06-17
2700,51,Staff 2700,Receptionist,51972.81,2022-12-03
2701,35,Staff 2701,Receptionist,78918.27,2021-12-05
2702,69,Staff 2702,Chef,62217.99,2017-12-04
2703,18,Staff 2703,Housekeeping,73691.36,2020-02-22
2704,10,Staff 2704,Manager,79258.85,2018-07-08
2705,13,Staff 2705,Housekeeping,95408.26,2023-05-23
2706,11,Staff 2706,Chef,98563.25,2022-03-16
2707,53,Staff 2707,Manager,67008.12,2020-10-27
2708,78,Staff 2708,Receptionist,36673.63,2016-12-04
2709,56,Staff 2709,Receptionist,25964.74,2022-07-23
2710,47,Staff 2710,Manager,67262.89,2021-05-10
2711,20,Staff 2711,Housekeeping,86656.36,2023-03-09
2712,39,Staff 2712,Security,23229.19,2022-04-28
2713,88,Staff 2713,Security,76049.79,2022-03-30
2714,40,Staff 2714,Manager,26452.66,2022-11-04
2715,54,Staff 2715,Housekeeping,67406.68,2024-11-01
2716,3,\N,Security,62521.08,2017-05-02
2717,64,Staff 2717,Manager,72059.8,2021-04-27
2718,50,Staff 2718,Security,78575.73,2020-05-21
2719,2,Staff 2719,Receptionist,49863.27,2016-02-09
2720,10,Staff 2720,Chef,74292.74,2025-01-18
2721,47,Staff 2721,Housekeeping,93767.69,2021-10-07
2722,69,Staff 2722,Receptionist,66234.74,2020-11-03
2723,56,Staff 2723,\N,51607.9,2020-05-06
2724,86,Staff 2724,Manager,81168.61,2022-06-11
2725,29,Staff 2725,Manager,64236.95,2021-06-18
2726,64,Staff 2726,Chef,89177.34,2020-11-02
